depth,method,metric,n_samples,mean,std,median,q25,q75
2000,XGBoost,richness_fixed_absolute_error,72,27.6,9.81284010803781,28.5,19.15,35.15
5000,Random Forest,composition_RMSE_RA,72,0.0008656969665068,7.173742689443187e-05,0.0008781032673412,0.0008259086661021,0.0009118113140406
5000,Random Forest,composition_Spearman,72,0.8810348259336686,0.045641613040916,0.8829764554087793,0.8517817345135315,0.918896881044437
5000,Random Forest,Bray_Curtis,72,0.0365934823142398,0.0055715982600405,0.0372232366603603,0.0323532163979461,0.0414198771457876
5000,Random Forest,Jensen_Shannon_distance,72,0.0699432789255002,0.0071711187283987,0.0717437469415162,0.064997626988645,0.0749608661960166
5000,Random Forest,RAD_MAE_log10_RA_specific,72,0.5717134874673726,0.1021742311373134,0.5953412340754409,0.4994203779445121,0.6480021550719409
5000,Random Forest,RAD_RMSE_log10_RA_specific,72,0.8208446550618055,0.115015954020956,0.8204472166252654,0.748520114121664,0.8811754758744925
5000,Random Forest,RAD_head_MAE_log10,72,0.020651679070148,0.0026387771701664,0.0204097760993606,0.0190198904977737,0.0220343919372082
5000,Random Forest,RAD_middle_MAE_log10,72,0.2803610216583171,0.2271833750279927,0.2120332327051533,0.0665617815356477,0.4450380155822848
5000,Random Forest,RAD_tail_MAE_log10,72,0.8896503741712798,0.1888807045204565,0.9228280953454988,0.8003241608535314,1.0290916632089595
5000,Random Forest,Shannon_absolute_error,72,0.0475299275247334,0.0135972515848605,0.048160387757673,0.037953156066301,0.0562105289470884
5000,Random Forest,Simpson_absolute_error,72,0.00274254417918,0.0019040816793525,0.0022534500948333,0.0015297013342707,0.0031090699224909
5000,Random Forest,true_richness_1read,72,93.20833333333331,24.171883037476928,92.5,73.0,114.0
5000,Random Forest,predicted_richness_1read,72,86.13611111111112,22.986188783797584,85.4,64.6,106.25
5000,Random Forest,richness_1read_absolute_error,72,7.333333333333333,3.2560236701911536,7.6,4.95,9.4
5000,Random Forest,true_richness_fixed,72,114.45833333333331,29.351170286431486,116.0,89.0,139.25
5000,Random Forest,predicted_richness_fixed,72,104.10833333333332,27.705614166410896,105.1,80.15,127.9
5000,Random Forest,richness_fixed_absolute_error,72,10.45,3.6422791193288018,10.1,8.35,11.7
5000,Raw shallow RA,composition_RMSE_RA,72,0.0008128301126013,7.306850846495101e-05,0.0008228687297999,0.000761215295614,0.0008693989696755
